featureArea,pageOrComponent,surface,currentIconName,currentLibrary,importPath,filePath,absoluteFilePath,line,usageContext,semanticMeaning,status
auth,error.tsx,desktop,inline-svg,inline-svg,inline-svg,apps/frontend/src/app/(auth)/error.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(auth)/error.tsx,21,inline svg element,varies,review
auth,page copy.tsx,desktop,inline-svg,inline-svg,inline-svg,apps/frontend/src/app/(auth)/login/page copy.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(auth)/login/page copy.tsx,137,inline svg element,varies,review
auth,page copy.tsx,desktop,inline-svg,inline-svg,inline-svg,apps/frontend/src/app/(auth)/login/page copy.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(auth)/login/page copy.tsx,186,inline svg element,varies,review
auth,page copy.tsx,desktop,inline-svg,inline-svg,inline-svg,apps/frontend/src/app/(auth)/login/page copy.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(auth)/login/page copy.tsx,202,inline svg element,varies,review
auth,page.tsx,desktop,Eye,lucide-react,lucide-react,apps/frontend/src/app/(auth)/login/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(auth)/login/page.tsx,8,import,varies,review
auth,page.tsx,desktop,EyeOff,lucide-react,lucide-react,apps/frontend/src/app/(auth)/login/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(auth)/login/page.tsx,8,import,varies,review
auth,page.tsx,desktop,Lock,lucide-react,lucide-react,apps/frontend/src/app/(auth)/login/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(auth)/login/page.tsx,8,import,varies,review
auth,page.tsx,desktop,Mail,lucide-react,lucide-react,apps/frontend/src/app/(auth)/login/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(auth)/login/page.tsx,8,import,varies,review
auth,page.tsx,desktop,inline-svg,inline-svg,inline-svg,apps/frontend/src/app/(auth)/login/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(auth)/login/page.tsx,122,inline svg element,varies,review
auth,page.tsx,desktop,inline-svg,inline-svg,inline-svg,apps/frontend/src/app/(auth)/login/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(auth)/login/page.tsx,215,inline svg element,varies,review
auth,page.tsx,desktop,inline-svg,inline-svg,inline-svg,apps/frontend/src/app/(auth)/reset-password/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(auth)/reset-password/page.tsx,159,inline svg element,varies,review
auth,page.tsx,desktop,inline-svg,inline-svg,inline-svg,apps/frontend/src/app/(auth)/signup/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(auth)/signup/page.tsx,268,inline svg element,varies,review
auth,page.tsx,desktop,inline-svg,inline-svg,inline-svg,apps/frontend/src/app/(auth)/signup/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(auth)/signup/page.tsx,283,inline svg element,varies,review
auth,page.tsx,desktop,inline-svg,inline-svg,inline-svg,apps/frontend/src/app/(auth)/signup/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(auth)/signup/page.tsx,338,inline svg element,varies,review
auth,page.tsx,desktop,inline-svg,inline-svg,inline-svg,apps/frontend/src/app/(auth)/signup/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(auth)/signup/page.tsx,353,inline svg element,varies,review
mobile,page.tsx,mobile,Sparkles,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/ai-tools/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/ai-tools/page.tsx,5,import,varies,review
other,page.tsx,desktop,TrendingUp,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/appreciation/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/appreciation/page.tsx,7,import,varies,review
other,page.tsx,desktop,Loader2,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/appreciation/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/appreciation/page.tsx,7,import,varies,keep
other,page.tsx,desktop,ArrowLeft,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/appreciation/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/appreciation/page.tsx,7,import,varies,keep
other,page.tsx,desktop,ChevronLeft,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/bookings/[id]/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/bookings/[id]/page.tsx,9,import,varies,review
other,page.tsx,desktop,CalendarClock,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/bookings/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/bookings/page.tsx,9,import,varies,review
other,page.tsx,desktop,Edit,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/bookings/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/bookings/page.tsx,9,import,varies,keep
other,page.tsx,desktop,Eye,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/bookings/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/bookings/page.tsx,9,import,varies,review
other,page.tsx,desktop,House,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/bookings/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/bookings/page.tsx,9,import,varies,review
other,page.tsx,desktop,XCircle,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/bookings/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/bookings/page.tsx,9,import,varies,review
other,page.tsx,desktop,inline-svg,inline-svg,inline-svg,apps/frontend/src/app/(dashboard)/dashboard/bookings/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/bookings/page.tsx,591,inline svg element,varies,review
other,page.tsx,desktop,inline-svg,inline-svg,inline-svg,apps/frontend/src/app/(dashboard)/dashboard/bookings/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/bookings/page.tsx,676,inline svg element,varies,review
other,page.tsx,desktop,ArrowLeft,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/budget/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/budget/page.tsx,7,import,varies,keep
other,page.tsx,desktop,DollarSign,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/budget/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/budget/page.tsx,7,import,varies,review
other,page.tsx,desktop,Loader2,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/budget/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/budget/page.tsx,7,import,varies,keep
tasks,page.tsx,desktop,ArrowLeft,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/checklist/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/checklist/page.tsx,17,import,varies,keep
tasks,page.tsx,desktop,Check,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/checklist/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/checklist/page.tsx,17,import,varies,keep
tasks,page.tsx,desktop,Loader2,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/checklist/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/checklist/page.tsx,17,import,varies,keep
tasks,page.tsx,desktop,Search,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/checklist/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/checklist/page.tsx,17,import,varies,keep
tasks,page.tsx,desktop,X,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/checklist/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/checklist/page.tsx,17,import,varies,keep
tasks,page.tsx,desktop,MoreVertical,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/checklist/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/checklist/page.tsx,17,import,varies,review
other,page.tsx,desktop,ArrowLeft,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/climate/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/climate/page.tsx,7,import,varies,keep
other,page.tsx,desktop,Cloud,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/climate/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/climate/page.tsx,7,import,varies,review
other,page.tsx,desktop,Loader2,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/climate/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/climate/page.tsx,7,import,varies,keep
community,page.tsx,desktop,AlertTriangle,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/community-events/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/community-events/page.tsx,6,import,varies,review
community,page.tsx,desktop,Calendar,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/community-events/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/community-events/page.tsx,6,import,varies,keep
community,page.tsx,desktop,ExternalLink,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/community-events/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/community-events/page.tsx,6,import,varies,keep
community,page.tsx,desktop,Trash2,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/community-events/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/community-events/page.tsx,6,import,varies,keep
dashboard,AIChatWindow.tsx,both,Send,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/AIChatWindow.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/components/AIChatWindow.tsx,10,import,varies,review
dashboard,AIChatWindow.tsx,both,Bot,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/AIChatWindow.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/components/AIChatWindow.tsx,10,import,varies,review
dashboard,AIChatWindow.tsx,both,User,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/AIChatWindow.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/components/AIChatWindow.tsx,10,import,varies,review
dashboard,BudgetForecaster.tsx,both,DollarSign,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/BudgetForecaster.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/components/BudgetForecaster.tsx,4,import,varies,review
dashboard,BudgetForecaster.tsx,both,TrendingUp,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/BudgetForecaster.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/components/BudgetForecaster.tsx,4,import,varies,review
dashboard,BudgetForecaster.tsx,both,Calendar,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/BudgetForecaster.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/components/BudgetForecaster.tsx,4,import,varies,keep
dashboard,BudgetForecaster.tsx,both,PieChart,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/BudgetForecaster.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/components/BudgetForecaster.tsx,4,import,varies,review
dashboard,BudgetForecaster.tsx,both,Lightbulb,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/BudgetForecaster.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/components/BudgetForecaster.tsx,4,import,varies,review
dashboard,BudgetForecaster.tsx,both,Loader2,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/BudgetForecaster.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/components/BudgetForecaster.tsx,4,import,varies,keep
dashboard,BudgetForecaster.tsx,both,ChevronDown,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/BudgetForecaster.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/components/BudgetForecaster.tsx,4,import,varies,keep
dashboard,BudgetForecaster.tsx,both,ChevronUp,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/BudgetForecaster.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/components/BudgetForecaster.tsx,4,import,varies,keep
dashboard,CoverageIntelligenceToolCard.tsx,both,Loader2,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/CoverageIntelligenceToolCard.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/components/CoverageIntelligenceToolCard.tsx,5,import,varies,keep
dashboard,CoverageIntelligenceToolCard.tsx,both,ShieldCheck,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/CoverageIntelligenceToolCard.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/components/CoverageIntelligenceToolCard.tsx,5,import,varies,review
dashboard,DoNothingSimulatorToolCard.tsx,both,Loader2,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/DoNothingSimulatorToolCard.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/components/DoNothingSimulatorToolCard.tsx,5,import,varies,keep
dashboard,DoNothingSimulatorToolCard.tsx,both,PauseCircle,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/DoNothingSimulatorToolCard.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/components/DoNothingSimulatorToolCard.tsx,5,import,varies,review
dashboard,EquityOverviewCard.tsx,both,CheckCircle2,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/EquityOverviewCard.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/components/EquityOverviewCard.tsx,7,import,varies,review
dashboard,EquityOverviewCard.tsx,both,Info,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/EquityOverviewCard.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/components/EquityOverviewCard.tsx,7,import,varies,keep
dashboard,EquityOverviewCard.tsx,both,LineChart,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/EquityOverviewCard.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/components/EquityOverviewCard.tsx,7,import,varies,review
dashboard,EquityOverviewCard.tsx,both,Sparkles,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/EquityOverviewCard.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/components/EquityOverviewCard.tsx,7,import,varies,review
dashboard,ExistingOwnerDashboard.tsx,both,ArrowRight,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/ExistingOwnerDashboard.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/components/ExistingOwnerDashboard.tsx,13,import,varies,keep
dashboard,ExistingOwnerDashboard.tsx,both,Activity,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/ExistingOwnerDashboard.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/components/ExistingOwnerDashboard.tsx,13,import,varies,review
dashboard,ExistingOwnerDashboard.tsx,both,AlertTriangle,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/ExistingOwnerDashboard.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/components/ExistingOwnerDashboard.tsx,13,import,varies,review
dashboard,ExistingOwnerDashboard.tsx,both,ClipboardList,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/ExistingOwnerDashboard.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/components/ExistingOwnerDashboard.tsx,13,import,varies,review
dashboard,FavoriteProvidersCard.tsx,both,Star,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/FavoriteProvidersCard.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/components/FavoriteProvidersCard.tsx,7,import,varies,review
dashboard,FavoriteProvidersCard.tsx,both,Phone,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/FavoriteProvidersCard.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/components/FavoriteProvidersCard.tsx,7,import,varies,review
dashboard,FavoriteProvidersCard.tsx,both,Loader2,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/FavoriteProvidersCard.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/components/FavoriteProvidersCard.tsx,7,import,varies,keep
dashboard,FavoriteProvidersCard.tsx,both,Calendar,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/FavoriteProvidersCard.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/components/FavoriteProvidersCard.tsx,7,import,varies,keep
dashboard,FavoriteProvidersCard.tsx,both,Search,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/FavoriteProvidersCard.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/components/FavoriteProvidersCard.tsx,7,import,varies,keep
dashboard,FinancialEfficiencyScoreCard.tsx,both,ArrowRight,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/FinancialEfficiencyScoreCard.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/components/FinancialEfficiencyScoreCard.tsx,6,import,varies,keep
dashboard,FinancialEfficiencyScoreCard.tsx,both,DollarSign,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/FinancialEfficiencyScoreCard.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/components/FinancialEfficiencyScoreCard.tsx,6,import,varies,review
dashboard,FinancialEfficiencyScoreCard.tsx,both,Loader2,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/FinancialEfficiencyScoreCard.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/components/FinancialEfficiencyScoreCard.tsx,6,import,varies,keep
dashboard,HealthInsightList.tsx,both,Shield,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/HealthInsightList.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/components/HealthInsightList.tsx,6,import,varies,review
dashboard,HealthInsightList.tsx,both,ArrowRight,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/HealthInsightList.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/components/HealthInsightList.tsx,6,import,varies,keep
dashboard,HealthInsightList.tsx,both,Settings,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/HealthInsightList.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/components/HealthInsightList.tsx,6,import,varies,review
dashboard,HealthInsightList.tsx,both,Wrench,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/HealthInsightList.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/components/HealthInsightList.tsx,6,import,varies,review
dashboard,HomeBuyerChecklistCard.tsx,both,CheckCircle2,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/HomeBuyerChecklistCard.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/components/HomeBuyerChecklistCard.tsx,5,import,varies,review
dashboard,HomeBuyerChecklistCard.tsx,both,Circle,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/HomeBuyerChecklistCard.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/components/HomeBuyerChecklistCard.tsx,5,import,varies,review
dashboard,HomeBuyerChecklistCard.tsx,both,ArrowRight,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/HomeBuyerChecklistCard.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/components/HomeBuyerChecklistCard.tsx,5,import,varies,keep
dashboard,HomeBuyerChecklistCard.tsx,both,ListChecks,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/HomeBuyerChecklistCard.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/components/HomeBuyerChecklistCard.tsx,5,import,varies,review
dashboard,HomeBuyerDashboard.tsx,both,Truck,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/HomeBuyerDashboard.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/components/HomeBuyerDashboard.tsx,8,import,varies,review
dashboard,HomeBuyerDashboard.tsx,both,Sparkles,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/HomeBuyerDashboard.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/components/HomeBuyerDashboard.tsx,8,import,varies,review
dashboard,HomeBuyerDashboard.tsx,both,FileText,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/HomeBuyerDashboard.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/components/HomeBuyerDashboard.tsx,8,import,varies,review
dashboard,HomeBuyerDashboard.tsx,both,CheckCircle2,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/HomeBuyerDashboard.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/components/HomeBuyerDashboard.tsx,8,import,varies,review
dashboard,HomeBuyerDashboard.tsx,both,Clock,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/HomeBuyerDashboard.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/components/HomeBuyerDashboard.tsx,8,import,varies,keep
dashboard,HomeBuyerDashboard.tsx,both,Circle,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/HomeBuyerDashboard.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/components/HomeBuyerDashboard.tsx,8,import,varies,review
dashboard,HomeBuyerDashboard.tsx,both,inline-svg,inline-svg,inline-svg,apps/frontend/src/app/(dashboard)/dashboard/components/HomeBuyerDashboard.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/components/HomeBuyerDashboard.tsx,200,inline svg element,varies,review
dashboard,HomeBuyerDashboard.tsx,both,inline-svg,inline-svg,inline-svg,apps/frontend/src/app/(dashboard)/dashboard/components/HomeBuyerDashboard.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/components/HomeBuyerDashboard.tsx,244,inline svg element,varies,review
dashboard,HomePulse.tsx,both,AlertTriangle,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/HomePulse.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/components/HomePulse.tsx,7,import,varies,review
dashboard,HomePulse.tsx,both,CheckCircle2,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/HomePulse.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/components/HomePulse.tsx,7,import,varies,review
dashboard,HomePulse.tsx,both,DollarSign,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/HomePulse.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/components/HomePulse.tsx,7,import,varies,review
dashboard,HomePulse.tsx,both,ArrowRight,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/HomePulse.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/components/HomePulse.tsx,7,import,varies,keep
dashboard,HomePulse.tsx,both,ListChecks,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/components/HomePulse.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/components/HomePulse.tsx,7,import,varies,review
