featureArea,pageOrComponent,surface,currentIconName,currentLibrary,importPath,filePath,absoluteFilePath,line,usageContext,semanticMeaning,status
property,page.tsx,both,Home,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/properties/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/properties/page.tsx,7,import,varies,review
property,page.tsx,both,MoreHorizontal,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/properties/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/properties/page.tsx,7,import,varies,keep
property,page.tsx,both,Pencil,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/properties/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/properties/page.tsx,7,import,varies,review
property,page.tsx,both,Plus,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/properties/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/properties/page.tsx,7,import,varies,keep
property,page.tsx,both,Sparkles,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/properties/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/properties/page.tsx,7,import,varies,review
property,page.tsx,both,Trash2,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/properties/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/properties/page.tsx,7,import,varies,keep
property,page.tsx,both,inline-svg,inline-svg,inline-svg,apps/frontend/src/app/(dashboard)/dashboard/properties/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/properties/page.tsx,356,inline svg element,varies,review
property,page.tsx,both,inline-svg,inline-svg,inline-svg,apps/frontend/src/app/(dashboard)/dashboard/properties/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/properties/page.tsx,367,inline svg element,varies,review
property,page.tsx,both,inline-svg,inline-svg,inline-svg,apps/frontend/src/app/(dashboard)/dashboard/properties/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/properties/page.tsx,431,inline svg element,varies,review
property,page.tsx,both,inline-svg,inline-svg,inline-svg,apps/frontend/src/app/(dashboard)/dashboard/properties/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/properties/page.tsx,446,inline svg element,varies,review
property,page.tsx,both,inline-svg,inline-svg,inline-svg,apps/frontend/src/app/(dashboard)/dashboard/properties/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/properties/page.tsx,471,inline svg element,varies,review
property,page.tsx,both,inline-svg,inline-svg,inline-svg,apps/frontend/src/app/(dashboard)/dashboard/properties/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/properties/page.tsx,486,inline svg element,varies,review
property,page.tsx,both,inline-svg,inline-svg,inline-svg,apps/frontend/src/app/(dashboard)/dashboard/properties/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/properties/page.tsx,498,inline svg element,varies,review
property,page.tsx,both,inline-svg,inline-svg,inline-svg,apps/frontend/src/app/(dashboard)/dashboard/properties/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/properties/page.tsx,509,inline svg element,varies,review
property,page.tsx,both,inline-svg,inline-svg,inline-svg,apps/frontend/src/app/(dashboard)/dashboard/properties/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/properties/page.tsx,530,inline svg element,varies,review
provider,page.tsx,desktop,AlertCircle,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/providers/[id]/book/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/providers/[id]/book/page.tsx,11,import,varies,keep
provider,page.tsx,desktop,Calendar,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/providers/[id]/book/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/providers/[id]/book/page.tsx,11,import,varies,keep
provider,page.tsx,desktop,Clock3,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/providers/[id]/book/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/providers/[id]/book/page.tsx,11,import,varies,review
provider,page.tsx,desktop,Loader2,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/providers/[id]/book/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/providers/[id]/book/page.tsx,11,import,varies,keep
provider,page.tsx,desktop,inline-svg,inline-svg,inline-svg,apps/frontend/src/app/(dashboard)/dashboard/providers/[id]/book/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/providers/[id]/book/page.tsx,255,inline svg element,varies,review
provider,page.tsx,desktop,Star,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/providers/[id]/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/providers/[id]/page.tsx,9,import,varies,review
provider,page.tsx,desktop,Phone,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/providers/[id]/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/providers/[id]/page.tsx,9,import,varies,review
provider,page.tsx,desktop,Mail,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/providers/[id]/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/providers/[id]/page.tsx,9,import,varies,review
provider,page.tsx,desktop,MapPin,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/providers/[id]/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/providers/[id]/page.tsx,9,import,varies,review
provider,page.tsx,desktop,ExternalLink,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/providers/[id]/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/providers/[id]/page.tsx,9,import,varies,keep
provider,page.tsx,desktop,Calendar,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/providers/[id]/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/providers/[id]/page.tsx,9,import,varies,keep
provider,page.tsx,desktop,Heart,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/providers/[id]/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/providers/[id]/page.tsx,9,import,varies,review
provider,page.tsx,desktop,Loader2,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/providers/[id]/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/providers/[id]/page.tsx,9,import,varies,keep
provider,page.tsx,desktop,Info,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/providers/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/providers/page.tsx,11,import,varies,keep
provider,page.tsx,desktop,Loader2,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/providers/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/providers/page.tsx,11,import,varies,keep
provider,page.tsx,desktop,MapPin,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/providers/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/providers/page.tsx,11,import,varies,review
provider,page.tsx,desktop,Search,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/providers/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/providers/page.tsx,11,import,varies,keep
provider,page.tsx,desktop,Star,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/providers/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/providers/page.tsx,11,import,varies,review
other,page.tsx,desktop,ArrowLeft,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/replace-repair/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/replace-repair/page.tsx,6,import,varies,keep
other,page.tsx,desktop,Loader2,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/replace-repair/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/replace-repair/page.tsx,6,import,varies,keep
other,page.tsx,desktop,Wrench,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/replace-repair/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/replace-repair/page.tsx,6,import,varies,review
other,page.tsx,desktop,ArrowLeft,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/risk-premium-optimizer/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/risk-premium-optimizer/page.tsx,5,import,varies,keep
other,page.tsx,desktop,Loader2,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/risk-premium-optimizer/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/risk-premium-optimizer/page.tsx,5,import,varies,keep
other,page.tsx,desktop,ShieldAlert,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/risk-premium-optimizer/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/risk-premium-optimizer/page.tsx,5,import,varies,review
other,page.tsx,desktop,AlertTriangle,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/risk-radar/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/risk-radar/page.tsx,7,import,varies,review
other,page.tsx,desktop,ArrowLeft,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/risk-radar/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/risk-radar/page.tsx,7,import,varies,keep
other,page.tsx,desktop,Shield,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/risk-radar/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/risk-radar/page.tsx,7,import,varies,review
other,page.tsx,desktop,ShieldAlert,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/risk-radar/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/risk-radar/page.tsx,7,import,varies,review
seasonal,page.tsx,desktop,ArrowLeft,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/seasonal/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/seasonal/page.tsx,7,import,varies,keep
seasonal,page.tsx,desktop,Calendar,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/seasonal/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/seasonal/page.tsx,7,import,varies,keep
seasonal,page.tsx,desktop,ChevronDown,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/seasonal/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/seasonal/page.tsx,7,import,varies,keep
seasonal,page.tsx,desktop,ChevronRight,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/seasonal/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/seasonal/page.tsx,7,import,varies,keep
seasonal,page.tsx,desktop,Clock,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/seasonal/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/seasonal/page.tsx,7,import,varies,keep
seasonal,page.tsx,desktop,Settings,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/seasonal/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/seasonal/page.tsx,7,import,varies,review
seasonal,page.tsx,desktop,ArrowLeft,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/seasonal/settings/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/seasonal/settings/page.tsx,6,import,varies,keep
seasonal,page.tsx,desktop,Bell,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/seasonal/settings/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/seasonal/settings/page.tsx,6,import,varies,review
seasonal,page.tsx,desktop,CheckCircle2,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/seasonal/settings/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/seasonal/settings/page.tsx,6,import,varies,review
seasonal,page.tsx,desktop,MapPin,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/seasonal/settings/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/seasonal/settings/page.tsx,6,import,varies,review
seasonal,page.tsx,desktop,Save,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/seasonal/settings/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/seasonal/settings/page.tsx,6,import,varies,keep
other,page.tsx,desktop,Scale,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/tax-appeal/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/tax-appeal/page.tsx,7,import,varies,review
other,page.tsx,desktop,Loader2,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/tax-appeal/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/tax-appeal/page.tsx,7,import,varies,keep
other,page.tsx,desktop,ArrowLeft,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/tax-appeal/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/tax-appeal/page.tsx,7,import,varies,keep
other,page.tsx,desktop,Camera,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/visual-inspector/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/visual-inspector/page.tsx,7,import,varies,review
other,page.tsx,desktop,Loader2,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/visual-inspector/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/visual-inspector/page.tsx,7,import,varies,keep
other,page.tsx,desktop,ArrowLeft,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/visual-inspector/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/visual-inspector/page.tsx,7,import,varies,keep
warranties,page.tsx,desktop,FileText,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/warranties/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/warranties/page.tsx,5,import,varies,review
warranties,page.tsx,desktop,Plus,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/warranties/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/warranties/page.tsx,5,import,varies,keep
warranties,page.tsx,desktop,Loader2,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/warranties/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/warranties/page.tsx,5,import,varies,keep
warranties,page.tsx,desktop,Trash2,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/warranties/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/warranties/page.tsx,5,import,varies,keep
warranties,page.tsx,desktop,Edit,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/warranties/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/warranties/page.tsx,5,import,varies,keep
warranties,page.tsx,desktop,Upload,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/warranties/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/warranties/page.tsx,5,import,varies,keep
warranties,page.tsx,desktop,AlertCircle,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/warranties/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/warranties/page.tsx,5,import,varies,keep
warranties,page.tsx,desktop,ArrowLeft,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/warranties/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/warranties/page.tsx,5,import,varies,keep
warranties,page.tsx,desktop,BadgeCheck,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/warranties/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/warranties/page.tsx,5,import,varies,review
warranties,page.tsx,desktop,CalendarDays,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/warranties/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/warranties/page.tsx,5,import,varies,review
warranties,page.tsx,desktop,ChevronDown,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/warranties/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/warranties/page.tsx,5,import,varies,keep
warranties,page.tsx,desktop,MoreHorizontal,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/warranties/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/warranties/page.tsx,5,import,varies,keep
warranties,page.tsx,desktop,Sparkles,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/warranties/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/warranties/page.tsx,5,import,varies,review
warranties,page.tsx,desktop,ShieldCheck,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/warranties/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/warranties/page.tsx,5,import,varies,review
warranties,page.tsx,desktop,Save,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/warranties/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/warranties/page.tsx,5,import,varies,keep
warranties,page.tsx,desktop,X,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/dashboard/warranties/page.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/dashboard/warranties/page.tsx,5,import,varies,keep
other,error.tsx,desktop,inline-svg,inline-svg,inline-svg,apps/frontend/src/app/(dashboard)/error.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/error.tsx,21,inline svg element,varies,review
navigation,layout.tsx,both,Home,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/layout.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/layout.tsx,17,import,varies,review
navigation,layout.tsx,both,Calendar,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/layout.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/layout.tsx,17,import,varies,keep
navigation,layout.tsx,both,Building,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/layout.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/layout.tsx,17,import,varies,review
navigation,layout.tsx,both,Search,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/layout.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/layout.tsx,17,import,varies,keep
navigation,layout.tsx,both,ListChecks,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/layout.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/layout.tsx,17,import,varies,review
navigation,layout.tsx,both,LogOut,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/layout.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/layout.tsx,17,import,varies,review
navigation,layout.tsx,both,PanelLeft,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/layout.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/layout.tsx,17,import,varies,review
navigation,layout.tsx,both,Settings,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/layout.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/layout.tsx,17,import,varies,review
navigation,layout.tsx,both,Shield,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/layout.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/layout.tsx,17,import,varies,review
navigation,layout.tsx,both,Wrench,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/layout.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/layout.tsx,17,import,varies,review
navigation,layout.tsx,both,DollarSign,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/layout.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/layout.tsx,17,import,varies,review
navigation,layout.tsx,both,FileText,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/layout.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/layout.tsx,17,import,varies,review
navigation,layout.tsx,both,Globe,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/layout.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/layout.tsx,17,import,varies,review
navigation,layout.tsx,both,AlertTriangle,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/layout.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/layout.tsx,17,import,varies,review
navigation,layout.tsx,both,Box,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/layout.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/layout.tsx,17,import,varies,review
navigation,layout.tsx,both,ClipboardCheck,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/layout.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/layout.tsx,17,import,varies,review
navigation,layout.tsx,both,LayoutGrid,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/layout.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/layout.tsx,17,import,varies,review
navigation,layout.tsx,both,ShieldAlert,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/layout.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/layout.tsx,17,import,varies,review
navigation,layout.tsx,both,ShieldCheck,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/layout.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/layout.tsx,17,import,varies,review
navigation,layout.tsx,both,TrendingUp,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/layout.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/layout.tsx,17,import,varies,review
navigation,layout.tsx,both,Info,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/layout.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/layout.tsx,17,import,varies,keep
navigation,layout.tsx,both,Calculator,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/layout.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/layout.tsx,17,import,varies,review
navigation,layout.tsx,both,Scale,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/layout.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/layout.tsx,17,import,varies,review
navigation,layout.tsx,both,Activity,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/layout.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/layout.tsx,17,import,varies,review
navigation,layout.tsx,both,Target,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/layout.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/layout.tsx,17,import,varies,review
navigation,layout.tsx,both,ChevronDown,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/layout.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/layout.tsx,17,import,varies,keep
navigation,layout.tsx,both,Sparkles,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/layout.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/layout.tsx,17,import,varies,review
navigation,layout.tsx,both,Zap,lucide-react,lucide-react,apps/frontend/src/app/(dashboard)/layout.tsx,/Users/madhuboyina/Desktop/madhu/contract-to-cozy/apps/frontend/src/app/(dashboard)/layout.tsx,17,import,varies,review
