featureArea,pageOrComponent,surface,currentIconName,currentLibrary,filePath,line,usageContext,semanticMeaning,status
other,VaultView.tsx,both,EyeOff,lucide-react,apps/frontend/src/components/vault/VaultView.tsx,9,import,varies,review
other,VaultView.tsx,both,FlameIcon,lucide-react,apps/frontend/src/components/vault/VaultView.tsx,9,import,varies,review
other,VaultView.tsx,both,Home,lucide-react,apps/frontend/src/components/vault/VaultView.tsx,9,import,varies,review
other,VaultView.tsx,both,Loader2,lucide-react,apps/frontend/src/components/vault/VaultView.tsx,9,import,varies,keep
other,VaultView.tsx,both,Lock,lucide-react,apps/frontend/src/components/vault/VaultView.tsx,9,import,varies,review
other,VaultView.tsx,both,Package,lucide-react,apps/frontend/src/components/vault/VaultView.tsx,9,import,varies,review
other,VaultView.tsx,both,ShieldCheck,lucide-react,apps/frontend/src/components/vault/VaultView.tsx,9,import,varies,review
other,VaultView.tsx,both,Star,lucide-react,apps/frontend/src/components/vault/VaultView.tsx,9,import,varies,review
other,VaultView.tsx,both,Wrench,lucide-react,apps/frontend/src/components/vault/VaultView.tsx,9,import,varies,review
other,categoryConfig.ts,desktop,Armchair,lucide-react,apps/frontend/src/lib/config/categoryConfig.ts,1,import,varies,review
other,categoryConfig.ts,desktop,Building2,lucide-react,apps/frontend/src/lib/config/categoryConfig.ts,1,import,varies,review
other,categoryConfig.ts,desktop,Droplets,lucide-react,apps/frontend/src/lib/config/categoryConfig.ts,1,import,varies,review
other,categoryConfig.ts,desktop,Monitor,lucide-react,apps/frontend/src/lib/config/categoryConfig.ts,1,import,varies,review
other,categoryConfig.ts,desktop,Package,lucide-react,apps/frontend/src/lib/config/categoryConfig.ts,1,import,varies,review
other,categoryConfig.ts,desktop,Shield,lucide-react,apps/frontend/src/lib/config/categoryConfig.ts,1,import,varies,review
other,categoryConfig.ts,desktop,Trees,lucide-react,apps/frontend/src/lib/config/categoryConfig.ts,1,import,varies,review
other,categoryConfig.ts,desktop,Wind,lucide-react,apps/frontend/src/lib/config/categoryConfig.ts,1,import,varies,review
other,categoryConfig.ts,desktop,Zap,lucide-react,apps/frontend/src/lib/config/categoryConfig.ts,1,import,varies,review
other,roomConfig.ts,desktop,Bath,lucide-react,apps/frontend/src/lib/config/roomConfig.ts,1,import,varies,review
other,roomConfig.ts,desktop,Bed,lucide-react,apps/frontend/src/lib/config/roomConfig.ts,1,import,varies,review
other,roomConfig.ts,desktop,Briefcase,lucide-react,apps/frontend/src/lib/config/roomConfig.ts,1,import,varies,review
other,roomConfig.ts,desktop,Car,lucide-react,apps/frontend/src/lib/config/roomConfig.ts,1,import,varies,review
other,roomConfig.ts,desktop,Home,lucide-react,apps/frontend/src/lib/config/roomConfig.ts,1,import,varies,review
other,roomConfig.ts,desktop,Package,lucide-react,apps/frontend/src/lib/config/roomConfig.ts,1,import,varies,review
other,roomConfig.ts,desktop,Sofa,lucide-react,apps/frontend/src/lib/config/roomConfig.ts,1,import,varies,review
other,roomConfig.ts,desktop,UtensilsCrossed,lucide-react,apps/frontend/src/lib/config/roomConfig.ts,1,import,varies,review
other,roomConfig.ts,desktop,WashingMachine,lucide-react,apps/frontend/src/lib/config/roomConfig.ts,1,import,varies,review
other,seasonHelpers.ts,desktop,🌸,emoji,apps/frontend/src/lib/utils/seasonHelpers.ts,7,icon property,emoji icon,replace
other,seasonHelpers.ts,desktop,☀️,emoji,apps/frontend/src/lib/utils/seasonHelpers.ts,16,icon property,emoji icon,replace
other,seasonHelpers.ts,desktop,🍂,emoji,apps/frontend/src/lib/utils/seasonHelpers.ts,25,icon property,emoji icon,replace
other,seasonHelpers.ts,desktop,❄️,emoji,apps/frontend/src/lib/utils/seasonHelpers.ts,34,icon property,emoji icon,replace
other,seasonHelpers.ts,desktop,🥶,emoji,apps/frontend/src/lib/utils/seasonHelpers.ts,47,icon property,emoji icon,replace
other,seasonHelpers.ts,desktop,❄️,emoji,apps/frontend/src/lib/utils/seasonHelpers.ts,52,icon property,emoji icon,replace
other,seasonHelpers.ts,desktop,🌤️,emoji,apps/frontend/src/lib/utils/seasonHelpers.ts,57,icon property,emoji icon,replace
other,seasonHelpers.ts,desktop,☀️,emoji,apps/frontend/src/lib/utils/seasonHelpers.ts,62,icon property,emoji icon,replace
other,seasonHelpers.ts,desktop,🌴,emoji,apps/frontend/src/lib/utils/seasonHelpers.ts,67,icon property,emoji icon,replace
other,seasonHelpers.ts,desktop,🔴,emoji,apps/frontend/src/lib/utils/seasonHelpers.ts,79,icon property,emoji icon,replace
other,seasonHelpers.ts,desktop,🟡,emoji,apps/frontend/src/lib/utils/seasonHelpers.ts,88,icon property,emoji icon,replace
other,seasonHelpers.ts,desktop,🟢,emoji,apps/frontend/src/lib/utils/seasonHelpers.ts,97,icon property,emoji icon,replace
tools,climate-risk.svg,mobile,climate-risk,custom-svg-asset,apps/frontend/public/images/ai-tools/climate-risk.svg,1,tool artwork asset,ai tool visual,keep
tools,coverage-intelligence.svg,mobile,coverage-intelligence,custom-svg-asset,apps/frontend/public/images/ai-tools/coverage-intelligence.svg,1,tool artwork asset,ai tool visual,keep
tools,do-nothing-simulator.svg,mobile,do-nothing-simulator,custom-svg-asset,apps/frontend/public/images/ai-tools/do-nothing-simulator.svg,1,tool artwork asset,ai tool visual,keep
tools,home-equity.svg,mobile,home-equity,custom-svg-asset,apps/frontend/public/images/ai-tools/home-equity.svg,1,tool artwork asset,ai tool visual,keep
tools,home-savings-check.svg,mobile,home-savings-check,custom-svg-asset,apps/frontend/public/images/ai-tools/home-savings-check.svg,1,tool artwork asset,ai tool visual,keep
tools,repair-vs-replace.svg,mobile,repair-vs-replace,custom-svg-asset,apps/frontend/public/images/ai-tools/repair-vs-replace.svg,1,tool artwork asset,ai tool visual,keep
tools,risk-optimizer.svg,mobile,risk-optimizer,custom-svg-asset,apps/frontend/public/images/ai-tools/risk-optimizer.svg,1,tool artwork asset,ai tool visual,keep
tools,view-all.svg,mobile,view-all,custom-svg-asset,apps/frontend/public/images/ai-tools/view-all.svg,1,tool artwork asset,ai tool visual,keep
